,chrom,index,coverage
17784,chr10,975,452
17785,chr10,976,9006
17786,chr10,977,242
17787,chr10,978,1988
17788,chr10,979,29449
17789,chr10,980,684
17790,chr10,981,93
17791,chr10,982,7156
17792,chr10,983,45860
17793,chr10,984,1370
17794,chr10,985,9830
17795,chr10,986,173
17796,chr10,987,2566
17797,chr10,988,16
17798,chr10,989,2924
17799,chr10,990,1624
17800,chr10,991,4011
17801,chr10,992,11549
17802,chr10,993,825
17803,chr10,994,290
17804,chr10,995,162
17805,chr10,996,15
17806,chr10,997,7
17807,chr10,998,280
17808,chr10,999,546
17809,chr10,1000,301
17810,chr10,1001,173
17811,chr10,1002,1192
17812,chr10,1003,49
17813,chr10,1004,16
17814,chr10,1005,19
17815,chr10,1006,44
17816,chr10,1007,57
17817,chr10,1008,864
17818,chr10,1009,48
17819,chr10,1010,22
17820,chr10,1011,1161
17821,chr10,1012,50
17822,chr10,1013,120
17823,chr10,1014,3264
17824,chr10,1015,747
17825,chr10,1016,3111
17826,chr10,1017,556
17827,chr10,1018,9678
17828,chr10,1019,3240
17829,chr10,1020,2302
17830,chr10,1021,10758
17831,chr10,1022,1352
17832,chr10,1023,1503
17833,chr10,1024,19
17834,chr10,1025,8
17835,chr10,1026,813
17836,chr10,1027,3595
17837,chr10,1028,246
17838,chr10,1029,38
17839,chr10,1030,61
17840,chr10,1031,91
17841,chr10,1032,631
17842,chr10,1033,728
17843,chr10,1034,191
17844,chr10,1035,12806
17845,chr10,1036,317
17846,chr10,1037,498
17847,chr10,1038,717
17848,chr10,1039,6031
17849,chr10,1040,70
17850,chr10,1041,933
17851,chr10,1042,1021
17852,chr10,1043,702
17853,chr10,1044,1402
17854,chr10,1045,534
17855,chr10,1046,2547
17856,chr10,1047,71
17857,chr10,1048,2059
17858,chr10,1049,2880
17859,chr10,1050,1063
17860,chr10,1051,3886
17861,chr10,1052,607
17862,chr10,1053,422
17863,chr10,1054,57
17864,chr10,1055,23
17865,chr10,1056,385
17866,chr10,1057,5597
17867,chr10,1058,96
17868,chr10,1059,297
17869,chr10,1060,393
17870,chr10,1061,65
17871,chr10,1062,29
17872,chr10,1063,16
17873,chr10,1064,14
17874,chr10,1065,7
17875,chr10,1066,6
17876,chr10,1067,18
17877,chr10,1068,10
17878,chr10,1069,19
17879,chr10,1070,15
17880,chr10,1071,17
17881,chr10,1072,113
17882,chr10,1073,14
17883,chr10,1074,5623
17884,chr10,1075,42
17885,chr10,1076,19
17886,chr10,1077,119
17887,chr10,1078,14
17888,chr10,1079,19
17889,chr10,1080,45
17890,chr10,1081,15
17891,chr10,1082,43
17892,chr10,1083,103
17893,chr10,1084,15
17894,chr10,1085,15
17895,chr10,1086,27
17896,chr10,1087,32
17897,chr10,1088,13
17898,chr10,1089,19
17899,chr10,1090,14
17900,chr10,1091,12
17901,chr10,1092,44
17902,chr10,1093,11
17903,chr10,1094,14
17904,chr10,1095,26
17905,chr10,1096,43
17906,chr10,1097,18
17907,chr10,1098,11
17908,chr10,1099,14
17909,chr10,1100,30
17910,chr10,1101,25
17911,chr10,1102,15
17912,chr10,1103,114
17913,chr10,1104,89
17914,chr10,1105,7
17915,chr10,1106,17
17916,chr10,1107,35
17917,chr10,1108,50
17918,chr10,1109,19
17919,chr10,1110,13
17920,chr10,1111,11
17921,chr10,1112,68
17922,chr10,1113,18
17923,chr10,1114,92
17924,chr10,1115,20
17925,chr10,1116,737
17926,chr10,1117,46
17927,chr10,1118,4971
17928,chr10,1119,56
17929,chr10,1120,4702
17930,chr10,1121,97
17931,chr10,1122,582
17932,chr10,1123,13174
17933,chr10,1124,35
17934,chr10,1125,52
17935,chr10,1126,23133
17936,chr10,1127,5232
17937,chr10,1128,19
17938,chr10,1129,13
17939,chr10,1130,9
17940,chr10,1131,7
17941,chr10,1132,186
17942,chr10,1133,27
17943,chr10,1134,14
17944,chr10,1135,81
17945,chr10,1136,31
17946,chr10,1137,55
17947,chr10,1138,15
17948,chr10,1139,413
17949,chr10,1140,13
17950,chr10,1141,5531
17951,chr10,1142,473
17952,chr10,1143,16255
17953,chr10,1144,64
17954,chr10,1145,1150
17955,chr10,1146,71
17956,chr10,1147,65
17957,chr10,1148,43
17958,chr10,1149,24
17959,chr10,1150,10
17960,chr10,1151,16
17961,chr10,1152,51
17962,chr10,1153,13
17963,chr10,1154,1392
17964,chr10,1155,102
17965,chr10,1156,2985
17966,chr10,1157,23
17967,chr10,1158,1721
17968,chr10,1159,971
17969,chr10,1160,306
17970,chr10,1161,2355
17971,chr10,1162,359
17972,chr10,1163,33
17973,chr10,1164,1393
17974,chr10,1165,39
17975,chr10,1166,2833
17976,chr10,1167,904
17977,chr10,1168,41
17978,chr10,1169,102
17979,chr10,1170,31
17980,chr10,1171,75
17981,chr10,1172,44
17982,chr10,1173,50
17983,chr10,1174,20
17984,chr10,1175,25
17985,chr10,1176,11
17986,chr10,1177,26
17987,chr10,1178,6
17988,chr10,1179,11
17989,chr10,1180,21
17990,chr10,1181,235
17991,chr10,1182,17
17992,chr10,1183,12
17993,chr10,1184,11
17994,chr10,1185,773
17995,chr10,1186,42
17996,chr10,1187,346
17997,chr10,1188,22
17998,chr10,1189,206
17999,chr10,1190,2291
18000,chr10,1191,42
18001,chr10,1192,9
18002,chr10,1193,54
18003,chr10,1194,10
18004,chr10,1195,7
18005,chr10,1196,307
18006,chr10,1197,297
18007,chr10,1198,46
18008,chr10,1199,10
18009,chr10,1200,3522
18010,chr10,1201,129
18011,chr10,1202,29
18012,chr10,1203,11
18013,chr10,1204,2798
18014,chr10,1205,28
18015,chr10,1206,15401
18016,chr10,1207,6687
18017,chr10,1208,21641
18018,chr10,1209,3423
18019,chr10,1210,100
18020,chr10,1211,217
18021,chr10,1212,1317
18022,chr10,1213,4937
18023,chr10,1214,296
18024,chr10,1215,5960
18025,chr10,1216,1799
18026,chr10,1217,539
18027,chr10,1218,30
18028,chr10,1219,48
18029,chr10,1220,47
18030,chr10,1221,3161
18031,chr10,1222,66
18032,chr10,1223,12
18033,chr10,1224,25
18034,chr10,1225,29
18035,chr10,1226,2617
18036,chr10,1227,13
18037,chr10,1228,2372
18038,chr10,1229,36
18039,chr10,1230,16
18040,chr10,1231,46
18041,chr10,1232,19
18042,chr10,1233,36
18043,chr10,1234,418
18044,chr10,1235,611
18045,chr10,1236,283
18046,chr10,1237,922
18047,chr10,1238,23
18048,chr10,1239,13
18049,chr10,1240,10
18050,chr10,1241,542
18051,chr10,1242,66
18052,chr10,1243,21
18053,chr10,1244,9
18054,chr10,1245,31
18055,chr10,1246,1595
18056,chr10,1247,1288
18057,chr10,1248,4165
18058,chr10,1249,5622
18059,chr10,1250,58
18060,chr10,1251,81
18061,chr10,1252,89
18062,chr10,1253,26
18063,chr10,1254,6
18064,chr10,1255,33
18065,chr10,1256,5
18066,chr10,1257,81
18067,chr10,1258,37
18068,chr10,1259,15
18069,chr10,1260,240
18070,chr10,1261,120
18071,chr10,1262,14
18072,chr10,1263,55
18073,chr10,1264,1466
18074,chr10,1265,36801
18075,chr10,1266,1443
18076,chr10,1267,23
18077,chr10,1268,30
18078,chr10,1269,12
18079,chr10,1270,23
18080,chr10,1271,16
18081,chr10,1272,12
18082,chr10,1273,40
18083,chr10,1274,2125
18084,chr10,1275,4320
18085,chr10,1276,164
18086,chr10,1277,21
18087,chr10,1278,40
18088,chr10,1279,15
18089,chr10,1280,16
18090,chr10,1281,19
18091,chr10,1282,18
18092,chr10,1283,14
18093,chr10,1284,17
18094,chr10,1285,31
18095,chr10,1286,5
18096,chr10,1287,18
18097,chr10,1288,16
18098,chr10,1289,10
18099,chr10,1290,197
18100,chr10,1291,6
18101,chr10,1292,11
18102,chr10,1293,5425
18103,chr10,1294,13
18104,chr10,1295,38
18105,chr10,1296,7
18106,chr10,1297,11
18107,chr10,1298,2326
18108,chr10,1299,15470
18109,chr10,1300,30
18110,chr10,1301,23
18111,chr10,1302,4
18112,chr10,1303,19
18113,chr10,1304,14
18114,chr10,1305,8
18115,chr10,1306,9
18116,chr10,1307,11
18117,chr10,1308,37
18118,chr10,1309,20
18119,chr10,1310,7
18120,chr10,1311,6
18121,chr10,1312,14
18122,chr10,1313,20
18123,chr10,1314,6
18124,chr10,1315,40
18125,chr10,1316,11
18126,chr10,1317,11
18127,chr10,1318,99
18128,chr10,1319,1157
18129,chr10,1320,61
18130,chr10,1321,19
18131,chr10,1322,45
18132,chr10,1323,6
18133,chr10,1324,12
18134,chr10,1325,13
18135,chr10,1326,11
18136,chr10,1327,15
18137,chr10,1328,15
18138,chr10,1329,10
18139,chr10,1330,6
18140,chr10,1331,12
18141,chr10,1332,21
18142,chr10,1333,7
18143,chr10,1334,4
18144,chr10,1335,14
18145,chr10,1336,10
18146,chr10,1337,3098
18147,chr10,1338,83
18148,chr10,1339,63
18149,chr10,1340,5
18150,chr10,1341,461
18151,chr10,1342,8
18152,chr10,1343,326
18153,chr10,1344,37
18154,chr10,1345,107
18155,chr10,1346,8
18156,chr10,1347,52
18157,chr10,1348,19
18158,chr10,1349,5123
18159,chr10,1350,185
18160,chr10,1351,835
18161,chr10,1352,3712
18162,chr10,1353,77
18163,chr10,1354,71
18164,chr10,1355,1407
18165,chr11,0,54
18166,chr11,1,2513
18167,chr11,2,3594
18168,chr11,3,4229
18169,chr11,4,159
18170,chr11,5,150
18171,chr11,6,304
18172,chr11,7,495
18173,chr11,8,2766
18174,chr11,9,152
18175,chr11,10,155
18176,chr11,11,22
18177,chr11,12,86
18178,chr11,13,37
18179,chr11,14,20
18180,chr11,15,24
18181,chr11,16,39
18182,chr11,17,74
18183,chr11,18,5697
18184,chr11,19,949
18185,chr11,20,18
18186,chr11,21,9
18187,chr11,22,12
18188,chr11,23,274
18189,chr11,24,130
18190,chr11,25,37
18191,chr11,26,78
18192,chr11,27,33
18193,chr11,28,33
18194,chr11,29,2151
18195,chr11,30,505
18196,chr11,31,24
18197,chr11,32,192
18198,chr11,33,1818
18199,chr11,34,377
18200,chr11,35,1352
18201,chr11,36,226
18202,chr11,37,1001
18203,chr11,38,1078
18204,chr11,39,3704
18205,chr11,40,2433
18206,chr11,41,3112
18207,chr11,42,1558
18208,chr11,43,29
18209,chr11,44,649
18210,chr11,45,16
18211,chr11,46,182
18212,chr11,47,10
18213,chr11,48,98
18214,chr11,49,7
18215,chr11,50,26
18216,chr11,51,16
18217,chr11,52,25
18218,chr11,53,175
18219,chr11,54,18
18220,chr11,55,1600
18221,chr11,56,6628
18222,chr11,57,6827
18223,chr11,58,15
18224,chr11,59,21
18225,chr11,60,10
18226,chr11,61,65
18227,chr11,62,161
18228,chr11,63,44
18229,chr11,64,166
18230,chr11,65,5560
18231,chr11,66,6391
18232,chr11,67,5308
18233,chr11,68,88
18234,chr11,69,243
18235,chr11,70,78
18236,chr11,71,29
18237,chr11,72,22
18238,chr11,73,26
18239,chr11,74,120
18240,chr11,75,253
18241,chr11,76,1158
18242,chr11,77,36
18243,chr11,78,774
18244,chr11,79,43
18245,chr11,80,2106
18246,chr11,81,103
18247,chr11,82,17
18248,chr11,83,14
18249,chr11,84,1009
18250,chr11,85,119
18251,chr11,86,708
18252,chr11,87,3895
18253,chr11,88,27
18254,chr11,89,2068
18255,chr11,90,19
18256,chr11,91,2586
18257,chr11,92,996
18258,chr11,93,3196
18259,chr11,94,6571
18260,chr11,95,936
18261,chr11,96,4709
18262,chr11,97,5837
18263,chr11,98,241
18264,chr11,99,130
18265,chr11,100,74
18266,chr11,101,24
18267,chr11,102,276
18268,chr11,103,394
18269,chr11,104,104
18270,chr11,105,48424
18271,chr11,106,15
18272,chr11,107,6116
18273,chr11,108,30184
18274,chr11,109,295
18275,chr11,110,20
18276,chr11,111,91
18277,chr11,112,208
18278,chr11,113,4146
18279,chr11,114,21
18280,chr11,115,13
18281,chr11,116,27
18282,chr11,117,10
18283,chr11,118,32
18284,chr11,119,6872
18285,chr11,120,13
18286,chr11,121,13
18287,chr11,122,38
18288,chr11,123,63
18289,chr11,124,6
18290,chr11,125,13
18291,chr11,126,19
18292,chr11,127,11
18293,chr11,128,20
18294,chr11,129,46
18295,chr11,130,13
18296,chr11,131,12
18297,chr11,132,17
18298,chr11,133,130
18299,chr11,134,855
18300,chr11,135,147
18301,chr11,136,271
18302,chr11,137,1595
18303,chr11,138,15
18304,chr11,139,11
18305,chr11,140,8
18306,chr11,141,29
18307,chr11,142,327
18308,chr11,143,1482
18309,chr11,144,3670
18310,chr11,145,2735
18311,chr11,146,1438
18312,chr11,147,8
18313,chr11,148,80
18314,chr11,149,42
18315,chr11,150,28
18316,chr11,151,11
18317,chr11,152,21
18318,chr11,153,7
18319,chr11,154,13
18320,chr11,155,6
18321,chr11,156,6
18322,chr11,157,3
18323,chr11,158,5
18324,chr11,159,22
18325,chr11,160,10
18326,chr11,161,23
18327,chr11,162,28
18328,chr11,163,6
18329,chr11,164,4
18330,chr11,165,142
18331,chr11,166,20
18332,chr11,167,4081
18333,chr11,168,67
18334,chr11,169,9957
18335,chr11,170,13826
18336,chr11,171,2057
18337,chr11,172,807
18338,chr11,173,3872
18339,chr11,174,409
18340,chr11,175,7
18341,chr11,176,6
18342,chr11,177,5
18343,chr11,178,100
18344,chr11,179,52
18345,chr11,180,97
18346,chr11,181,962
18347,chr11,182,6925
18348,chr11,183,3181
18349,chr11,184,78532
18350,chr11,185,2240
18351,chr11,186,2514
18352,chr11,187,23
18353,chr11,188,20
18354,chr11,189,10
18355,chr11,190,46
18356,chr11,191,468
18357,chr11,192,1374
18358,chr11,193,54
18359,chr11,194,5
18360,chr11,195,4
18361,chr11,196,57
18362,chr11,197,14
18363,chr11,198,13
18364,chr11,199,29
18365,chr11,200,20
18366,chr11,201,437
18367,chr11,202,17
18368,chr11,203,151
18369,chr11,204,1110
18370,chr11,205,3358
18371,chr11,206,14
18372,chr11,207,13
18373,chr11,208,62
18374,chr11,209,7
18375,chr11,210,15
18376,chr11,211,4
18377,chr11,212,129
18378,chr11,213,30
18379,chr11,214,5
18380,chr11,215,40
18381,chr11,216,18
18382,chr11,217,22
18383,chr11,218,15
18384,chr11,219,9
18385,chr11,220,381
18386,chr11,221,11
18387,chr11,222,150
18388,chr11,223,235
18389,chr11,224,5
18390,chr11,225,13
18391,chr11,226,302
18392,chr11,227,196
18393,chr11,228,4922
18394,chr11,229,51
18395,chr11,230,29
18396,chr11,231,27
18397,chr11,232,106
18398,chr11,233,16
18399,chr11,234,69
18400,chr11,235,41
18401,chr11,236,28
18402,chr11,237,126
18403,chr11,238,20
18404,chr11,239,32
18405,chr11,240,19
18406,chr11,241,12
18407,chr11,242,16
18408,chr11,243,14
18409,chr11,244,104
18410,chr11,245,13
18411,chr11,246,21
18412,chr11,247,24
18413,chr11,248,18
18414,chr11,249,11
18415,chr11,250,16
18416,chr11,251,17
18417,chr11,252,22
18418,chr11,253,69
18419,chr11,254,21
18420,chr11,255,17
18421,chr11,256,1233
18422,chr11,257,31
18423,chr11,258,10
18424,chr11,259,179
18425,chr11,260,59
18426,chr11,261,23
18427,chr11,262,31
18428,chr11,263,55
18429,chr11,264,52
18430,chr11,265,33
18431,chr11,266,597
18432,chr11,267,9
18433,chr11,268,14
18434,chr11,269,51
18435,chr11,270,32
18436,chr11,271,26
18437,chr11,272,43
18438,chr11,273,7173
18439,chr11,274,12
18440,chr11,275,1451
18441,chr11,276,12516
18442,chr11,277,22
18443,chr11,278,986
18444,chr11,279,14294
18445,chr11,280,461
18446,chr11,281,542
18447,chr11,282,34
18448,chr11,283,1046
18449,chr11,284,43
18450,chr11,285,43
18451,chr11,286,6
18452,chr11,287,2
18453,chr11,288,18
18454,chr11,289,25
18455,chr11,290,24
18456,chr11,291,14
18457,chr11,292,461
18458,chr11,293,18
18459,chr11,294,17
18460,chr11,295,6
18461,chr11,296,19
18462,chr11,297,116
18463,chr11,298,12
18464,chr11,299,21
18465,chr11,300,21
18466,chr11,301,6
18467,chr11,302,16
18468,chr11,303,2398
18469,chr11,304,12
18470,chr11,305,7
18471,chr11,306,11
18472,chr11,307,9
18473,chr11,308,12
18474,chr11,309,23
18475,chr11,310,15
18476,chr11,311,16
18477,chr11,312,25
18478,chr11,313,684
18479,chr11,314,5757
18480,chr11,315,57
18481,chr11,316,122
18482,chr11,317,52
18483,chr11,318,269
18484,chr11,319,9
18485,chr11,320,20
18486,chr11,321,15703
18487,chr11,322,14
18488,chr11,323,26
18489,chr11,324,97
18490,chr11,325,33
18491,chr11,326,7335
18492,chr11,327,323
18493,chr11,328,292
18494,chr11,329,2192
18495,chr11,330,1312
18496,chr11,331,3960
18497,chr11,332,7800
18498,chr11,333,3270
18499,chr11,334,29
18500,chr11,335,326
18501,chr11,336,1175
18502,chr11,337,4733
18503,chr11,338,899
18504,chr11,339,61
18505,chr11,340,891
18506,chr11,341,12905
18507,chr11,342,25
18508,chr11,343,1857
18509,chr11,344,551
18510,chr11,345,9
18511,chr11,346,65
18512,chr11,347,15
18513,chr11,348,17
18514,chr11,349,2761
18515,chr11,350,1032
18516,chr11,351,246
18517,chr11,352,10881
18518,chr11,353,29
18519,chr11,354,13
18520,chr11,355,11
18521,chr11,356,2283
18522,chr11,357,186
18523,chr11,358,5412
18524,chr11,359,11
18525,chr11,360,106
18526,chr11,361,41
18527,chr11,362,186
18528,chr11,363,34
18529,chr11,364,30
18530,chr11,365,478
18531,chr11,366,138
18532,chr11,367,12
18533,chr11,368,18
18534,chr11,369,17
18535,chr11,370,11
18536,chr11,371,8
18537,chr11,372,6
18538,chr11,373,7
18539,chr11,374,13
18540,chr11,375,50
18541,chr11,376,14
18542,chr11,377,11
18543,chr11,378,18
18544,chr11,379,12
18545,chr11,380,134
18546,chr11,381,11
18547,chr11,382,22
18548,chr11,383,9
18549,chr11,384,14
18550,chr11,385,13
18551,chr11,386,14
18552,chr11,387,44
18553,chr11,388,7
18554,chr11,389,42
18555,chr11,390,20
18556,chr11,391,78
18557,chr11,392,9
18558,chr11,393,16
18559,chr11,394,17
18560,chr11,395,22
18561,chr11,396,18
18562,chr11,397,10
18563,chr11,398,25
18564,chr11,399,29
18565,chr11,400,25
18566,chr11,401,55
18567,chr11,402,10
18568,chr11,403,11
18569,chr11,404,8
18570,chr11,405,11
18571,chr11,406,12
18572,chr11,407,10
18573,chr11,408,19
18574,chr11,409,53
18575,chr11,410,13
18576,chr11,411,11
18577,chr11,412,7
18578,chr11,413,13
18579,chr11,414,334
18580,chr11,415,18
18581,chr11,416,33
18582,chr11,417,46
18583,chr11,418,3
18584,chr11,419,17
18585,chr11,420,31
18586,chr11,421,26
18587,chr11,422,11
18588,chr11,423,11
18589,chr11,424,10
18590,chr11,425,35
18591,chr11,426,11
18592,chr11,427,25
18593,chr11,428,13
18594,chr11,429,50
18595,chr11,430,20
18596,chr11,431,14
18597,chr11,432,491
18598,chr11,433,8913
18599,chr11,434,4661
18600,chr11,435,352
18601,chr11,436,87
18602,chr11,437,682
18603,chr11,438,2408
18604,chr11,439,492
18605,chr11,440,49
18606,chr11,441,161
18607,chr11,442,243
18608,chr11,443,10
18609,chr11,444,21
18610,chr11,445,45
18611,chr11,446,1027
18612,chr11,447,39
18613,chr11,448,5
18614,chr11,449,163
18615,chr11,450,20
18616,chr11,451,19
18617,chr11,452,83
18618,chr11,453,19
18619,chr11,454,8
18620,chr11,455,24
18621,chr11,456,5
18622,chr11,457,12
18623,chr11,458,91
18624,chr11,459,3039
18625,chr11,460,1534
18626,chr11,461,993
18627,chr11,462,32
18628,chr11,463,341
18629,chr11,464,2614
18630,chr11,465,205
18631,chr11,466,636
18632,chr11,467,3636
18633,chr11,468,1065
18634,chr11,469,48
18635,chr11,470,63
18636,chr11,471,269
18637,chr11,472,1547
18638,chr11,473,1241
18639,chr11,474,6170
18640,chr11,475,439
18641,chr11,476,4885
18642,chr11,477,8437
18643,chr11,478,1642
18644,chr11,479,190
18645,chr11,480,91
18646,chr11,481,1207
18647,chr11,482,27
18648,chr11,483,47
18649,chr11,484,21
18650,chr11,485,205
18651,chr11,486,48
18652,chr11,487,10
18653,chr11,488,3
18654,chr11,489,32
18655,chr11,490,119
18656,chr11,491,15
18657,chr11,492,8
18658,chr11,493,15
18659,chr11,494,133
18660,chr11,495,7
18661,chr11,496,10
18662,chr11,497,13
18663,chr11,498,41
18664,chr11,499,75
18665,chr11,500,33
18666,chr11,501,50
18667,chr11,502,1027
18668,chr11,503,121
18669,chr11,504,14
18670,chr11,505,17
18671,chr11,506,27
18672,chr11,507,11
18673,chr11,508,0
18674,chr11,509,0
18675,chr11,510,3
18676,chr11,511,8
18677,chr11,512,20
18678,chr11,513,22
18679,chr11,514,14
18680,chr11,515,29
18681,chr11,516,0
18682,chr11,517,0
18683,chr11,518,0
18684,chr11,519,0
18685,chr11,520,0
18686,chr11,521,0
18687,chr11,522,0
18688,chr11,523,0
18689,chr11,524,0
18690,chr11,525,0
18691,chr11,526,0
18692,chr11,527,0
18693,chr11,528,0
18694,chr11,529,0
18695,chr11,530,0
18696,chr11,531,0
18697,chr11,532,0
18698,chr11,533,0
18699,chr11,534,0
18700,chr11,535,0
18701,chr11,536,0
18702,chr11,537,0
18703,chr11,538,0
18704,chr11,539,0
18705,chr11,540,0
18706,chr11,541,0
18707,chr11,542,0
18708,chr11,543,0
18709,chr11,544,0
18710,chr11,545,0
18711,chr11,546,0
18712,chr11,547,13
18713,chr11,548,14
18714,chr11,549,8
18715,chr11,550,51
18716,chr11,551,12
18717,chr11,552,18
18718,chr11,553,17
18719,chr11,554,7
18720,chr11,555,29
18721,chr11,556,26
18722,chr11,557,29
18723,chr11,558,51
18724,chr11,559,153
18725,chr11,560,35
18726,chr11,561,9739
18727,chr11,562,16
18728,chr11,563,35
18729,chr11,564,817
18730,chr11,565,28
18731,chr11,566,13
18732,chr11,567,28
18733,chr11,568,469
18734,chr11,569,7
18735,chr11,570,4253
18736,chr11,571,3282
18737,chr11,572,320
18738,chr11,573,3090
18739,chr11,574,7052
18740,chr11,575,6841
18741,chr11,576,326
18742,chr11,577,190
18743,chr11,578,267
18744,chr11,579,41
18745,chr11,580,545
18746,chr11,581,14
18747,chr11,582,3690
18748,chr11,583,5937
18749,chr11,584,25
18750,chr11,585,146
18751,chr11,586,55
18752,chr11,587,355
18753,chr11,588,8633
18754,chr11,589,5574
18755,chr11,590,253
18756,chr11,591,22
18757,chr11,592,18
18758,chr11,593,3160
18759,chr11,594,15186
18760,chr11,595,2170
18761,chr11,596,93
18762,chr11,597,17
18763,chr11,598,400
18764,chr11,599,62
18765,chr11,600,16
18766,chr11,601,346
18767,chr11,602,13156
18768,chr11,603,18
18769,chr11,604,36
18770,chr11,605,42
18771,chr11,606,713
18772,chr11,607,1422
18773,chr11,608,149
18774,chr11,609,72
18775,chr11,610,1000
18776,chr11,611,1960
18777,chr11,612,561
18778,chr11,613,11
18779,chr11,614,225
18780,chr11,615,4633
18781,chr11,616,618
18782,chr11,617,11517
18783,chr11,618,73
18784,chr11,619,950
18785,chr11,620,56781
18786,chr11,621,1483
18787,chr11,622,2636
18788,chr11,623,15893
18789,chr11,624,13488
18790,chr11,625,2563
18791,chr11,626,3561
18792,chr11,627,31
18793,chr11,628,119
18794,chr11,629,40
18795,chr11,630,2486
18796,chr11,631,69
18797,chr11,632,777
18798,chr11,633,1864
18799,chr11,634,964
18800,chr11,635,3020
18801,chr11,636,466
18802,chr11,637,1015
18803,chr11,638,29
18804,chr11,639,2658
18805,chr11,640,10966
18806,chr11,641,142
18807,chr11,642,31
18808,chr11,643,33
18809,chr11,644,105
18810,chr11,645,2799
18811,chr11,646,198
18812,chr11,647,375
18813,chr11,648,3565
18814,chr11,649,1729
18815,chr11,650,327
18816,chr11,651,5250
18817,chr11,652,15594
18818,chr11,653,1909
18819,chr11,654,1104
18820,chr11,655,439
18821,chr11,656,3080
18822,chr11,657,9629
18823,chr11,658,4019
18824,chr11,659,896
18825,chr11,660,1335
18826,chr11,661,302
18827,chr11,662,844
18828,chr11,663,517
18829,chr11,664,6654
18830,chr11,665,1113
18831,chr11,666,112
18832,chr11,667,73
18833,chr11,668,342
18834,chr11,669,639
18835,chr11,670,3078
18836,chr11,671,793
18837,chr11,672,409
18838,chr11,673,831
18839,chr11,674,4136
18840,chr11,675,188
18841,chr11,676,2040
18842,chr11,677,101
18843,chr11,678,567
18844,chr11,679,2271
18845,chr11,680,765
18846,chr11,681,35
18847,chr11,682,228
18848,chr11,683,4866
18849,chr11,684,23
18850,chr11,685,527
18851,chr11,686,491
18852,chr11,687,122
18853,chr11,688,177
18854,chr11,689,1051
18855,chr11,690,117
18856,chr11,691,20
18857,chr11,692,40
18858,chr11,693,17
18859,chr11,694,3314
18860,chr11,695,65
18861,chr11,696,47
18862,chr11,697,5
18863,chr11,698,61
18864,chr11,699,17
18865,chr11,700,722
18866,chr11,701,1096
18867,chr11,702,853
18868,chr11,703,40
18869,chr11,704,44
18870,chr11,705,56
18871,chr11,706,17
18872,chr11,707,12
18873,chr11,708,89
18874,chr11,709,28
18875,chr11,710,38
18876,chr11,711,1097
18877,chr11,712,181
18878,chr11,713,1392
18879,chr11,714,235
18880,chr11,715,857
18881,chr11,716,281
18882,chr11,717,638
18883,chr11,718,906
18884,chr11,719,453
18885,chr11,720,305
18886,chr11,721,38
18887,chr11,722,19
18888,chr11,723,15
18889,chr11,724,506
18890,chr11,725,5800
18891,chr11,726,3045
18892,chr11,727,785
18893,chr11,728,222
18894,chr11,729,15
18895,chr11,730,206
18896,chr11,731,796
18897,chr11,732,1270
18898,chr11,733,15808
18899,chr11,734,763
18900,chr11,735,856
18901,chr11,736,3994
18902,chr11,737,197
18903,chr11,738,325
18904,chr11,739,1448
18905,chr11,740,2425
18906,chr11,741,885
18907,chr11,742,226
18908,chr11,743,3117
18909,chr11,744,3420
18910,chr11,745,1380
18911,chr11,746,2207
18912,chr11,747,98014
18913,chr11,748,29
18914,chr11,749,137
18915,chr11,750,40
18916,chr11,751,6187
18917,chr11,752,146
18918,chr11,753,191
18919,chr11,754,22
18920,chr11,755,352
18921,chr11,756,300
18922,chr11,757,1144
18923,chr11,758,2620
18924,chr11,759,13
18925,chr11,760,2063
18926,chr11,761,446
18927,chr11,762,826
18928,chr11,763,140
18929,chr11,764,10
18930,chr11,765,55
18931,chr11,766,68
18932,chr11,767,371
18933,chr11,768,20
18934,chr11,769,54
18935,chr11,770,4499
18936,chr11,771,206
18937,chr11,772,84
18938,chr11,773,4799
18939,chr11,774,5709
18940,chr11,775,3834
18941,chr11,776,929
18942,chr11,777,1191
18943,chr11,778,3887
18944,chr11,779,493
18945,chr11,780,36
18946,chr11,781,318
18947,chr11,782,127
18948,chr11,783,14
18949,chr11,784,8
18950,chr11,785,5
18951,chr11,786,6
18952,chr11,787,13
18953,chr11,788,33
18954,chr11,789,41
18955,chr11,790,8
18956,chr11,791,11
18957,chr11,792,5
18958,chr11,793,15
18959,chr11,794,31
18960,chr11,795,28
18961,chr11,796,77
18962,chr11,797,50
18963,chr11,798,21
18964,chr11,799,23
18965,chr11,800,13
18966,chr11,801,14
18967,chr11,802,18
18968,chr11,803,847
18969,chr11,804,16
18970,chr11,805,24
18971,chr11,806,8
18972,chr11,807,15
18973,chr11,808,13
18974,chr11,809,8
18975,chr11,810,12
18976,chr11,811,50
18977,chr11,812,22
18978,chr11,813,10
18979,chr11,814,15
18980,chr11,815,25
18981,chr11,816,65
18982,chr11,817,32
18983,chr11,818,11
18984,chr11,819,9
18985,chr11,820,11
18986,chr11,821,60
18987,chr11,822,17
18988,chr11,823,10
18989,chr11,824,971
18990,chr11,825,2143
18991,chr11,826,2798
18992,chr11,827,749
18993,chr11,828,3680
18994,chr11,829,4576
18995,chr11,830,120
18996,chr11,831,50
18997,chr11,832,9
18998,chr11,833,26
18999,chr11,834,23
